id;animal;bexiga;rins;ap_reprodutor;figado;vesicula_biliar;gastrointestinal;baco;pancreas;adrenais;linfonodos;aorta_veia;observacoes_laudogeral;retorno;data_criacao;criado_por;data_atualizacao;atualizado_por;status;
"1";"262027661";"";"";"";"";"";"";"";"";"";"";"";"";"";"2025-09-26 15:40:07";"Jordanna Vitória Almeida da Cunha Aguiar";"0000-00-00 00:00:00";"";"1";
